Sqft_Living,Bedrooms,Bathrooms,Floors,Pincode,Sale_Price (₹),Year_Sold,Month_Sold,Quarter_Sold,Age_of_Property,YoY_Price_Change (%),Demand_Index,Event_Occurred,Inflation_Rate (%),GDP_Growth (%),Season,Years_Since_Event,Development_Project_Proximity
2323,3,1,2,620001,7017763,2010,8,3,21,7.41,80,No,5.13,7.73,Monsoon,8,2.8
1701,2,2,2,627001,10931827,2019,6,2,30,6.96,85,Yes,5.89,7.61,Monsoon,8,3.7
1332,1,1,2,625001,11435969,2016,8,3,32,5.77,88,Yes,4.34,7.29,Monsoon,3,4.0
812,3,3,1,625001,10136735,2023,2,1,18,3.37,80,No,4.03,7.69,Winter,5,0.5
2358,5,3,1,600001,11232823,2015,3,1,8,4.43,87,Yes,4.9,6.78,Summer,1,2.8
2507,3,1,1,625001,5239665,2018,7,3,27,4.83,80,No,4.84,7.11,Monsoon,2,1.6
2506,2,2,2,620001,13347578,2016,10,4,17,6.11,94,No,4.98,7.55,Festival,8,4.4
2990,4,2,1,600001,13104587,2023,12,4,27,3.32,73,No,4.37,6.17,Winter,5,1.2
2290,3,1,2,636001,9363395,2021,1,1,28,5.65,87,No,3.51,7.72,Winter,7,3.5
827,4,2,2,627001,6423604,2020,7,3,27,7.51,88,Yes,3.59,6.31,Monsoon,4,1.7
1787,5,2,1,600001,9084556,2021,6,2,39,6.53,82,No,5.16,7.73,Monsoon,1,2.1
2643,3,2,2,636001,13897502,2022,8,3,14,6.99,73,No,4.81,6.62,Monsoon,6,4.7
1611,1,3,1,600001,4844348,2013,7,3,22,6.41,99,Yes,5.55,6.65,Monsoon,5,1.6
1811,4,3,2,641001,3759848,2016,4,2,17,4.03,79,No,4.25,6.15,Summer,1,0.9
951,5,1,1,641001,10100282,2011,3,1,14,3.55,98,Yes,5.54,7.77,Summer,5,0.8
2023,1,3,2,600001,12797885,2015,3,1,24,7.15,91,No,4.56,6.35,Summer,7,2.8
664,1,2,1,625001,4592023,2015,4,2,34,6.48,74,No,3.74,7.26,Summer,0,3.4
681,1,3,1,641001,11510974,2011,9,3,30,5.88,72,No,5.94,7.29,Festival,3,2.0
1409,1,1,2,627001,5293316,2023,9,3,17,3.95,85,No,4.78,6.56,Festival,0,3.6
1322,3,3,2,636001,12181252,2013,2,1,17,6.02,95,Yes,5.07,7.97,Winter,1,0.8
1443,3,2,1,620001,4539152,2017,5,2,28,3.16,77,Yes,5.18,6.13,Summer,0,4.4
2501,3,2,2,641001,3823837,2017,1,1,20,3.59,93,Yes,4.41,7.22,Winter,5,4.2
2554,5,1,2,600001,11781384,2022,4,2,21,4.56,76,No,5.37,6.96,Summer,5,4.9
829,5,3,2,625001,3356440,2017,2,1,19,5.22,88,No,5.68,6.49,Winter,0,4.7
1274,5,3,1,620001,3841618,2017,8,3,12,3.6,83,No,4.47,6.33,Monsoon,3,2.1
2698,2,3,1,636001,12350351,2010,4,2,10,3.6,84,Yes,5.14,7.47,Summer,3,2.3
646,5,2,2,636001,8991233,2011,5,2,31,6.63,86,No,5.39,7.83,Summer,7,3.9
1414,3,1,2,641001,7729124,2021,11,4,18,5.85,90,Yes,3.98,6.22,Festival,5,1.1
2071,3,3,1,636001,13695886,2013,4,2,5,5.67,70,Yes,4.33,6.39,Summer,1,1.9
1808,2,2,2,636001,4035340,2021,5,2,38,5.26,75,Yes,3.77,7.97,Summer,4,1.0
581,2,2,1,625001,14750687,2018,5,2,14,7.88,96,No,5.01,6.03,Summer,3,2.5
1013,5,2,2,625001,14863020,2012,5,2,29,3.25,92,No,5.5,7.02,Summer,9,3.0
2420,4,3,2,625001,11366126,2023,11,4,14,3.9,84,No,5.03,7.03,Festival,3,1.5
2439,2,3,2,600001,3103021,2015,3,1,34,6.24,81,No,3.95,6.53,Summer,7,0.6
1245,1,3,1,636001,10081159,2016,7,3,18,3.68,90,Yes,4.87,7.33,Monsoon,4,3.7
1909,3,3,1,636001,5011562,2017,3,1,17,5.95,89,Yes,5.59,7.89,Summer,2,0.6
1206,1,3,1,636001,11388817,2022,2,1,31,5.84,71,No,4.26,6.9,Winter,9,4.9
970,3,3,1,627001,11610679,2016,3,1,27,7.86,74,No,5.58,7.5,Summer,3,1.5
895,3,3,2,625001,6806627,2012,11,4,20,7.42,78,No,5.46,7.29,Festival,0,3.5
2055,2,3,2,620001,5903561,2015,3,1,7,7.73,89,Yes,3.55,6.95,Summer,5,2.5
2808,2,3,1,641001,13847492,2014,8,3,5,3.57,83,No,4.1,6.1,Monsoon,9,0.8
1304,1,2,2,620001,8473024,2022,4,2,21,7.34,87,Yes,4.86,7.48,Summer,3,2.6
1433,3,3,2,600001,14396054,2021,3,1,19,3.65,98,Yes,5.29,6.73,Summer,5,2.8
1779,1,1,1,600001,3216194,2019,10,4,20,6.16,91,Yes,5.7,6.45,Festival,1,4.3
2257,4,2,2,636001,5454082,2013,5,2,11,6.6,77,Yes,5.1,7.9,Summer,4,3.8
1404,1,3,2,620001,13874310,2010,4,2,16,3.8,71,Yes,4.45,7.55,Summer,8,0.9
1576,5,1,1,636001,9474467,2023,9,3,18,6.16,78,Yes,3.96,7.92,Festival,7,1.4
2390,1,3,2,627001,9965410,2022,8,3,40,3.26,76,Yes,5.4,6.51,Monsoon,2,1.9
2023,5,1,2,600001,6597326,2016,11,4,14,4.47,99,No,4.02,7.67,Festival,0,1.0
1887,5,1,2,600001,11396007,2017,7,3,18,7.61,98,No,5.24,7.22,Monsoon,9,2.6
1803,5,1,1,620001,8757122,2011,8,3,3,3.86,87,No,3.95,7.96,Monsoon,2,4.9
1092,4,1,1,600001,13584422,2016,5,2,24,3.33,96,Yes,3.73,7.89,Summer,7,2.8
2606,1,2,2,627001,14830097,2015,4,2,28,5.22,85,Yes,4.13,7.95,Summer,2,3.8
627,1,2,2,627001,7857162,2014,7,3,10,7.25,90,No,4.21,7.9,Monsoon,4,3.6
1235,4,1,2,627001,9132138,2022,1,1,36,3.38,74,Yes,5.12,6.02,Winter,1,4.3
1020,3,3,1,641001,9664677,2013,6,2,10,4.78,92,Yes,3.9,7.48,Monsoon,0,1.5
736,2,1,1,627001,4034023,2011,8,3,24,7.5,98,Yes,5.83,6.54,Monsoon,9,3.9
1804,1,2,1,627001,11177088,2019,7,3,22,3.59,84,Yes,4.89,7.41,Monsoon,4,4.5
2281,2,3,2,641001,11782153,2015,2,1,27,4.55,74,Yes,4.73,7.96,Winter,4,1.3
1801,4,2,2,636001,3300763,2014,7,3,29,6.89,80,Yes,4.59,6.08,Monsoon,5,2.1
2551,3,2,2,625001,12444216,2011,6,2,5,5.72,99,Yes,4.92,7.13,Monsoon,1,4.9
941,3,3,2,600001,6849182,2019,5,2,36,7.16,91,Yes,3.56,7.47,Summer,8,4.0
2576,3,1,2,627001,14834514,2016,4,2,22,3.56,83,Yes,5.98,6.51,Summer,1,1.8
1304,4,1,1,600001,4564458,2015,1,1,31,7.6,94,Yes,4.89,6.45,Winter,1,3.0
574,5,1,2,620001,13309774,2021,2,1,16,7.67,88,Yes,3.59,6.12,Winter,4,2.3
2675,5,1,2,600001,10919584,2020,7,3,36,3.78,72,Yes,4.97,6.19,Monsoon,8,2.7
2589,2,3,2,636001,13055592,2018,10,4,32,3.17,93,No,4.59,7.31,Festival,3,2.1
1879,5,3,1,641001,7242154,2020,3,1,11,7.95,79,Yes,3.56,7.01,Summer,5,1.8
540,5,3,2,600001,4577586,2019,5,2,31,5.41,97,Yes,5.81,6.06,Summer,1,3.5
2581,3,2,1,600001,7474220,2014,8,3,28,5.86,75,No,3.53,7.94,Monsoon,3,4.0
2200,3,3,1,600001,11736857,2018,8,3,30,6.08,97,No,4.94,7.31,Monsoon,8,4.4
1901,2,1,1,625001,3986275,2018,6,2,19,6.95,95,No,5.9,7.03,Monsoon,1,1.2
1087,1,2,1,625001,4410124,2022,5,2,33,7.06,72,Yes,4.09,6.55,Summer,0,4.2
2122,2,1,1,620001,5532000,2010,2,1,1,3.97,71,Yes,4.14,7.32,Winter,3,1.6
841,2,1,2,641001,13002948,2014,9,3,9,4.18,82,No,3.5,6.73,Festival,3,2.4
2574,4,3,2,600001,6394020,2018,1,1,35,7.38,87,No,3.67,7.4,Winter,0,4.6
1145,4,3,1,600001,12860685,2016,11,4,31,7.1,71,No,3.61,7.37,Festival,3,2.5
1230,2,1,1,600001,3810586,2015,2,1,12,6.09,84,Yes,5.56,6.19,Winter,2,1.4
667,2,1,1,600001,10753302,2015,1,1,22,7.97,74,Yes,5.59,7.82,Winter,1,1.2
1109,2,2,2,625001,12817539,2020,12,4,32,6.68,84,No,5.32,6.97,Winter,9,2.6
2815,5,3,2,636001,4599826,2016,4,2,36,4.08,97,Yes,4.38,6.79,Summer,3,3.9
2272,4,2,1,636001,14249205,2010,4,2,14,7.23,90,Yes,5.55,7.91,Summer,7,5.0
2540,2,2,2,620001,4348483,2013,5,2,21,5.07,86,No,4.85,6.88,Summer,6,4.0
954,3,2,2,627001,12547474,2022,5,2,19,3.18,71,No,4.26,7.44,Summer,8,4.4
2208,3,1,1,641001,3981598,2010,8,3,4,4.61,87,No,4.59,7.31,Monsoon,7,3.9
1201,5,2,1,636001,7042974,2015,11,4,29,6.82,84,Yes,3.66,6.33,Festival,0,4.5
2099,5,2,2,600001,12194504,2023,11,4,35,7.8,89,Yes,5.86,7.98,Festival,1,0.8
629,1,1,2,636001,12348148,2022,3,1,32,4.38,92,Yes,5.05,6.93,Summer,1,4.7
2345,1,3,2,620001,13609740,2013,6,2,31,4.23,72,Yes,5.33,6.79,Monsoon,7,2.3
1886,1,3,1,627001,14576635,2010,12,4,5,5.82,74,Yes,5.19,7.84,Winter,3,4.6
1192,5,2,1,636001,12129773,2018,12,4,27,7.06,80,No,5.17,7.06,Winter,8,0.8
1894,5,1,1,620001,11420149,2021,3,1,21,6.73,78,Yes,3.54,7.41,Summer,1,3.7
1293,5,3,2,625001,11864367,2013,2,1,31,5.8,74,Yes,4.81,7.69,Winter,3,3.8
528,3,2,2,627001,5844510,2021,8,3,27,6.16,94,No,5.55,6.47,Monsoon,0,5.0
648,5,2,1,620001,7323492,2015,1,1,15,4.21,70,No,3.61,6.34,Winter,2,4.0
1819,3,1,2,636001,3208150,2022,9,3,33,5.16,94,No,5.89,6.14,Festival,5,2.2
2558,1,2,1,625001,5573338,2016,11,4,36,4.28,83,No,4.56,7.79,Festival,8,3.0
1636,1,3,2,620001,4858777,2017,7,3,24,7.42,74,Yes,4.22,6.4,Monsoon,0,2.1
686,1,1,1,620001,9510529,2021,12,4,15,3.56,77,Yes,4.83,6.62,Winter,4,1.4
1750,2,3,2,636001,3480620,2022,10,4,23,6.4,90,No,5.5,6.57,Festival,1,1.6
1833,2,3,2,627001,7935500,2020,12,4,35,4.3,83,Yes,4.69,6.61,Winter,6,1.5
597,4,3,1,625001,7863099,2018,11,4,37,5.38,97,No,5.11,7.34,Festival,3,3.0
554,4,2,1,600001,7919314,2018,4,2,10,4.5,85,Yes,4.75,7.91,Summer,4,4.6
1257,4,2,1,641001,9993152,2017,3,1,15,4.62,75,Yes,5.08,6.66,Summer,7,4.6
905,2,3,1,627001,9196519,2019,6,2,32,4.3,77,Yes,3.85,6.82,Monsoon,1,0.7
2616,2,3,1,625001,4122207,2020,9,3,40,6.76,71,No,3.6,7.54,Festival,2,0.9
1812,4,1,2,620001,12212949,2021,9,3,13,4.83,88,No,3.84,6.86,Festival,4,1.6
2285,4,1,1,625001,5690927,2021,4,2,38,6.63,96,Yes,4.21,7.85,Summer,9,1.6
1250,5,2,1,641001,6036124,2023,10,4,17,5.28,78,Yes,4.13,7.01,Festival,3,0.9
2262,4,2,1,636001,13971585,2012,5,2,29,5.74,74,No,5.04,6.7,Summer,4,2.2
864,5,1,1,641001,3427557,2021,11,4,13,5.72,74,No,4.64,7.94,Festival,2,3.1
2526,3,3,1,600001,13204207,2011,9,3,27,7.88,94,Yes,3.6,6.85,Festival,8,3.1
981,2,2,2,600001,14586122,2014,2,1,5,4.84,95,Yes,3.59,6.46,Winter,7,2.9
2748,4,3,1,641001,5165456,2010,2,1,3,4.04,88,No,3.73,6.36,Winter,5,2.0
653,2,1,1,627001,3365750,2012,5,2,5,7.56,99,Yes,4.38,7.99,Summer,0,3.7
2024,2,2,1,627001,10517618,2010,1,1,11,3.87,73,No,3.52,7.51,Winter,3,4.2
2620,2,2,2,620001,10767227,2022,8,3,34,7.17,85,No,4.73,6.82,Monsoon,6,2.1
2843,3,1,2,600001,3484103,2012,5,2,10,3.75,85,Yes,4.4,7.65,Summer,9,0.9
1540,1,2,1,620001,5152259,2022,12,4,30,6.29,85,Yes,4.89,7.09,Winter,4,1.8
2164,4,1,1,600001,14007818,2013,10,4,16,3.75,76,Yes,5.3,6.63,Festival,3,1.1
1740,1,2,2,641001,6390919,2016,2,1,20,7.62,87,No,4.13,7.49,Winter,8,2.6
560,1,1,2,627001,13093704,2021,12,4,17,5.83,93,No,3.89,7.49,Winter,7,1.2
1438,1,2,2,627001,9641497,2021,9,3,41,4.65,90,No,4.2,7.0,Festival,2,2.6
2139,2,3,1,641001,10412609,2014,2,1,13,3.7,70,Yes,3.5,6.09,Winter,5,1.5
2589,5,3,1,620001,10031119,2014,7,3,20,4.86,72,Yes,3.8,6.15,Monsoon,3,3.8
524,2,3,2,620001,7455237,2022,8,3,41,6.53,94,No,5.38,7.58,Monsoon,6,0.6
1562,2,2,1,625001,8871348,2010,6,2,15,4.92,90,No,4.06,7.65,Monsoon,0,3.0
630,1,2,2,600001,5379220,2017,11,4,18,4.23,77,Yes,5.99,7.36,Festival,0,1.3
1752,2,3,2,620001,6519065,2022,7,3,21,5.89,70,No,3.92,7.68,Monsoon,5,0.5
607,1,3,2,641001,9960698,2013,11,4,29,5.09,99,Yes,5.47,7.44,Festival,9,4.4
671,5,1,1,620001,4784210,2019,1,1,13,3.83,76,Yes,5.26,7.79,Winter,6,3.5
1958,4,1,2,627001,8198363,2014,4,2,13,3.77,76,No,4.31,6.3,Summer,8,0.9
601,1,1,2,600001,10341127,2011,7,3,13,6.54,77,No,4.33,6.78,Monsoon,6,3.5
2822,5,3,1,636001,5463501,2021,1,1,37,7.87,88,No,4.91,6.93,Winter,8,3.3
2136,4,3,2,625001,13133527,2022,1,1,41,4.17,86,No,5.63,6.6,Winter,9,2.6
1540,3,3,1,600001,12417327,2010,11,4,24,6.87,80,No,4.47,7.45,Festival,8,2.4
829,1,1,2,627001,12975595,2018,6,2,36,3.44,84,Yes,3.65,7.82,Monsoon,7,4.5
2020,1,2,1,627001,5819127,2011,4,2,15,4.91,78,No,4.44,6.82,Summer,6,1.6
511,3,3,2,627001,9779865,2015,3,1,6,5.53,86,Yes,4.02,7.88,Summer,2,2.3
1841,3,2,2,627001,8026014,2010,12,4,7,4.34,80,No,5.85,7.03,Winter,2,2.0
715,1,2,2,641001,4932919,2010,5,2,7,5.65,75,No,5.24,7.05,Summer,4,4.0
838,3,2,2,625001,9250674,2018,9,3,36,7.41,78,No,3.63,7.2,Festival,6,4.6
2299,2,1,2,636001,13537759,2013,10,4,21,7.72,99,No,4.23,6.54,Festival,9,4.3
2250,4,2,1,627001,13254769,2018,10,4,32,3.5,87,No,3.63,6.77,Festival,6,4.1
2008,4,3,1,627001,10620520,2020,12,4,16,4.36,89,No,5.58,7.11,Winter,0,4.9
2921,4,1,2,620001,11651964,2014,12,4,11,7.9,71,Yes,5.77,7.88,Winter,7,3.6
1209,2,3,2,625001,10984705,2016,11,4,34,4.35,73,No,3.78,7.29,Festival,0,3.9
1723,3,3,2,600001,12515968,2010,10,4,16,6.46,87,No,4.6,6.67,Festival,3,4.9
1612,5,1,1,625001,11731896,2015,3,1,7,4.27,97,No,5.83,6.02,Summer,1,0.5
1791,3,3,1,625001,5002507,2017,5,2,20,4.78,70,No,3.86,7.96,Summer,4,3.4
988,1,3,2,636001,5652808,2023,10,4,15,3.96,80,Yes,4.23,6.99,Festival,5,3.8
2061,4,1,1,625001,14166974,2010,5,2,21,7.28,72,Yes,4.26,7.88,Summer,3,4.6
546,3,3,2,636001,7777376,2018,9,3,16,7.41,77,Yes,3.58,7.1,Festival,3,4.5
1277,5,2,2,627001,13877097,2012,11,4,26,4.48,74,Yes,3.59,7.21,Festival,6,4.3
1539,1,3,2,627001,12798972,2010,12,4,22,7.12,89,Yes,5.88,7.42,Winter,3,4.8
1210,2,2,1,641001,10366829,2010,10,4,26,4.79,90,Yes,4.93,6.64,Festival,1,2.9
900,2,3,2,636001,4358293,2022,11,4,23,3.5,91,No,4.27,7.4,Festival,3,0.5
2317,5,1,2,636001,4911128,2023,4,2,36,6.79,91,No,4.45,7.05,Summer,6,0.5
749,1,1,2,600001,7756497,2020,1,1,27,5.98,74,Yes,5.29,7.34,Winter,0,3.0
890,4,3,1,620001,8133381,2015,10,4,32,4.37,97,No,4.42,7.67,Festival,3,2.5
834,3,1,1,625001,6786065,2020,5,2,21,4.26,80,No,4.07,6.37,Summer,5,2.5
1128,1,3,1,600001,7848243,2015,1,1,8,7.88,81,No,3.75,7.23,Winter,7,2.3
636,2,1,2,636001,5425358,2010,6,2,17,7.31,91,No,5.32,6.1,Monsoon,7,4.6
2021,5,2,1,600001,10645639,2023,12,4,32,7.05,78,No,3.95,6.2,Winter,8,2.1
1326,5,3,2,641001,6917430,2023,10,4,42,3.64,90,Yes,3.67,7.35,Festival,4,4.4
1226,3,2,1,620001,14367210,2012,10,4,20,6.78,82,Yes,4.57,6.14,Festival,1,4.6
2000,5,2,2,636001,13240187,2016,7,3,36,4.07,91,Yes,3.6,7.19,Monsoon,2,2.7
1489,5,3,1,636001,12063110,2019,1,1,20,7.89,89,Yes,5.91,6.44,Winter,1,2.5
2919,1,2,2,625001,5105777,2012,10,4,26,3.26,98,Yes,5.07,6.61,Festival,8,3.9
1434,4,3,1,620001,8544223,2012,4,2,5,4.76,72,Yes,3.88,6.26,Summer,5,3.7
901,3,2,1,641001,14917205,2012,9,3,8,5.14,82,No,3.93,6.5,Festival,0,2.0
1966,1,3,1,627001,5390514,2021,1,1,33,7.12,97,Yes,4.92,7.64,Winter,2,1.0
1114,4,3,2,600001,8942712,2016,9,3,9,6.83,91,No,4.39,7.28,Festival,6,1.7
1796,1,1,1,625001,4171758,2013,8,3,8,4.87,80,No,5.44,7.9,Monsoon,6,1.1
1682,1,3,1,636001,8276085,2013,5,2,17,5.83,80,Yes,4.86,6.1,Summer,4,1.8
2735,5,3,1,627001,10449116,2012,6,2,12,7.18,90,Yes,4.58,7.58,Monsoon,2,1.7
1621,4,2,1,641001,13515477,2019,7,3,17,3.09,89,Yes,5.91,7.4,Monsoon,6,3.4
630,3,3,2,620001,10185180,2020,4,2,28,7.01,90,No,4.48,6.52,Summer,4,4.8
1694,3,1,1,600001,3942639,2018,6,2,16,7.73,76,Yes,4.5,7.46,Monsoon,5,3.6
682,4,2,2,625001,11023556,2011,7,3,22,3.16,86,Yes,5.16,7.43,Monsoon,2,4.7
863,5,2,2,636001,12380601,2013,11,4,18,3.23,85,Yes,5.52,6.92,Festival,5,4.0
538,2,1,2,636001,12899510,2017,6,2,32,4.72,83,No,5.07,7.38,Monsoon,6,3.8
1872,1,2,2,627001,8171666,2015,11,4,20,3.44,70,Yes,5.25,6.89,Festival,7,2.4
1420,5,2,1,627001,10099492,2023,12,4,33,5.4,80,Yes,4.43,6.67,Winter,1,2.0
515,4,2,2,600001,13837574,2016,6,2,11,6.64,82,No,4.7,6.93,Monsoon,1,4.3
992,1,2,2,620001,14885218,2022,2,1,23,5.83,70,No,3.99,7.79,Winter,5,4.6
1949,3,1,2,641001,14138188,2016,5,2,34,3.98,71,No,5.2,6.77,Summer,7,2.5
1631,2,1,2,620001,13207809,2011,3,1,4,6.27,78,Yes,4.05,6.81,Summer,4,0.5
810,3,2,1,620001,4280280,2013,7,3,5,6.42,82,Yes,3.5,7.22,Monsoon,0,4.1
1238,4,2,1,620001,10457451,2019,4,2,31,7.66,74,No,5.83,7.51,Summer,0,1.8
1045,1,1,2,600001,8546811,2019,1,1,25,3.73,99,Yes,4.27,7.47,Winter,9,0.5
2961,4,1,2,600001,10127470,2015,12,4,8,6.46,78,No,3.99,6.04,Winter,8,4.1
750,1,1,2,641001,5850310,2012,12,4,20,7.56,82,No,4.17,7.37,Winter,3,2.8
1258,5,2,1,620001,7015789,2018,6,2,29,5.51,74,No,4.33,6.9,Monsoon,9,3.6
2304,2,2,1,600001,7986518,2022,6,2,23,4.81,84,No,4.69,7.05,Monsoon,0,4.6
1797,5,3,1,641001,11979666,2013,7,3,10,3.85,99,No,3.67,7.12,Monsoon,7,2.9
2131,5,1,1,636001,6727661,2019,11,4,27,7.33,76,Yes,3.63,7.46,Festival,1,2.8
2414,4,2,1,641001,13064981,2022,8,3,26,4.97,83,Yes,4.23,7.66,Monsoon,1,1.8
1313,2,1,2,620001,4279372,2011,3,1,25,7.62,99,Yes,4.24,7.29,Summer,0,1.9
528,1,2,1,625001,7095228,2015,6,2,8,7.24,85,Yes,3.79,7.13,Monsoon,0,4.1
1457,1,1,1,620001,8767034,2010,10,4,25,4.88,75,No,4.51,6.75,Festival,8,2.5
2532,3,2,2,625001,11837010,2015,2,1,23,5.87,71,Yes,4.21,6.28,Winter,0,1.2
976,1,3,1,641001,11103292,2022,9,3,15,3.14,85,No,3.57,7.92,Festival,5,0.9
817,4,3,1,636001,5449851,2021,2,1,25,4.32,88,No,5.71,6.92,Winter,6,2.6
744,5,1,1,636001,9507552,2019,3,1,25,6.55,74,Yes,5.72,7.13,Summer,3,2.6
1247,5,2,2,600001,11670441,2010,12,4,27,6.39,73,Yes,4.02,7.5,Winter,4,3.4
1196,5,2,1,636001,4535834,2023,10,4,16,4.77,83,No,3.91,6.14,Festival,3,2.6
771,2,1,2,627001,5442547,2017,12,4,23,7.04,96,Yes,4.87,7.71,Winter,3,1.1
2271,1,2,2,641001,4236968,2014,12,4,21,4.18,75,Yes,5.08,7.59,Winter,9,2.8
1762,4,1,1,600001,6078882,2015,2,1,15,5.31,77,Yes,5.89,7.55,Winter,0,4.6
2924,2,2,1,636001,13148635,2011,9,3,21,5.36,93,Yes,4.44,6.04,Festival,5,1.2
765,3,1,1,641001,4521093,2011,1,1,8,4.7,72,No,5.05,7.05,Winter,9,3.6
1420,4,2,1,620001,4988022,2021,5,2,38,7.77,73,No,5.7,6.11,Summer,9,3.2
839,4,1,2,636001,8281592,2018,1,1,36,6.48,70,Yes,4.62,7.1,Winter,6,3.9
888,4,2,1,625001,10536381,2012,5,2,31,5.7,71,No,3.81,7.44,Summer,6,1.2
2550,5,3,2,641001,14441295,2015,8,3,16,5.55,82,No,4.44,6.24,Monsoon,7,4.7
1665,4,2,2,600001,11411159,2019,8,3,13,3.8,78,Yes,3.84,7.39,Monsoon,6,3.3
875,1,1,2,620001,6193796,2014,11,4,25,4.86,81,Yes,3.54,6.9,Festival,5,4.3
2533,4,3,2,627001,11482216,2023,8,3,14,6.36,79,No,5.38,7.62,Monsoon,7,1.6
2871,5,2,2,620001,14045609,2021,2,1,29,7.62,79,No,4.1,7.07,Winter,2,3.8
645,4,3,1,636001,14668300,2013,8,3,14,7.08,87,No,3.51,6.67,Monsoon,8,4.0
2481,3,2,2,625001,11357038,2019,12,4,11,4.5,81,Yes,5.68,6.66,Winter,2,2.3
792,3,3,2,620001,11675147,2011,5,2,6,5.17,91,No,4.61,7.79,Summer,3,2.2
931,5,1,1,627001,12980228,2017,1,1,17,3.41,99,No,4.1,6.91,Winter,9,3.5
1204,1,2,1,600001,9539108,2019,7,3,11,3.51,85,Yes,4.16,6.81,Monsoon,5,0.9
2498,1,2,2,641001,13442398,2016,6,2,14,5.35,92,No,4.1,6.08,Monsoon,7,3.8
898,2,1,2,625001,6049307,2020,5,2,16,5.65,75,Yes,3.99,6.73,Summer,2,0.7
1463,5,3,1,627001,9542683,2011,1,1,14,4.32,93,Yes,5.6,7.7,Winter,9,1.4
2734,4,1,2,636001,13952721,2015,1,1,15,6.21,94,No,3.93,7.52,Winter,5,3.5
2541,5,1,1,636001,5801818,2023,6,2,28,6.52,93,Yes,4.9,6.44,Monsoon,4,0.9
2328,2,3,1,636001,8919586,2017,10,4,27,4.5,90,Yes,3.69,6.83,Festival,4,4.9
2608,5,1,2,625001,7045721,2016,12,4,27,6.79,93,No,5.87,6.39,Winter,4,4.4
1438,5,2,1,620001,4863032,2010,7,3,22,4.03,79,Yes,5.01,7.91,Monsoon,8,3.3
1209,2,2,2,625001,7944614,2014,10,4,23,5.72,84,No,5.76,7.2,Festival,6,4.2
1306,1,2,2,636001,10852016,2011,10,4,2,7.02,95,Yes,4.49,7.51,Festival,8,4.5
1963,4,1,2,627001,10774066,2015,1,1,7,5.69,78,Yes,5.53,7.43,Winter,8,1.7
1825,2,2,1,641001,10870267,2016,9,3,18,7.54,99,No,5.63,7.75,Festival,5,4.3
510,3,2,2,641001,6089809,2023,4,2,43,3.29,93,No,5.26,7.9,Summer,5,1.4
1585,1,2,1,625001,10819488,2023,5,2,26,5.94,71,No,3.73,6.06,Summer,3,2.4
2368,3,2,2,636001,13612952,2016,2,1,23,5.81,87,Yes,3.54,7.95,Winter,7,3.0
2773,1,2,2,600001,4378148,2012,12,4,11,6.3,81,No,3.92,7.74,Winter,1,3.7
1271,4,2,1,625001,6044410,2016,10,4,16,7.17,72,Yes,3.8,6.77,Festival,4,0.6
2094,4,1,2,636001,7062118,2014,8,3,34,6.63,76,No,5.31,7.67,Monsoon,0,1.8
2107,5,2,2,620001,3238826,2017,2,1,21,6.95,78,Yes,4.89,7.47,Winter,9,3.2
1833,3,2,1,641001,4717354,2021,3,1,31,4.44,77,No,4.81,7.59,Summer,1,2.1
1384,1,3,1,641001,12139390,2017,12,4,18,4.94,94,Yes,4.13,6.44,Winter,0,4.0
1889,4,1,1,641001,3481809,2016,9,3,9,6.13,75,No,3.89,7.3,Festival,5,3.4
725,2,1,2,600001,12623440,2015,2,1,21,5.77,70,Yes,4.02,6.05,Winter,1,1.6
1324,4,1,1,636001,11262369,2011,6,2,28,7.81,83,Yes,4.5,7.7,Monsoon,3,1.2
2765,2,1,1,636001,10284390,2015,12,4,21,3.93,85,Yes,5.35,7.9,Winter,4,3.3
1436,1,2,2,636001,4818182,2022,4,2,21,4.76,97,Yes,4.14,7.32,Summer,6,2.5
2806,4,2,1,636001,7367209,2021,7,3,20,5.86,85,No,5.25,7.03,Monsoon,9,1.3
2411,4,3,2,600001,11782389,2020,6,2,15,7.34,73,Yes,4.73,7.45,Monsoon,0,2.0
2296,1,3,2,627001,13394868,2018,10,4,25,7.65,98,No,5.71,6.65,Festival,4,1.9
553,4,1,1,625001,8416797,2011,9,3,10,4.68,75,Yes,4.08,7.25,Festival,3,1.0
1226,2,3,2,625001,14547170,2010,9,3,30,3.34,84,No,4.63,7.44,Festival,6,3.0
2044,4,3,1,636001,5689290,2020,10,4,15,5.11,97,Yes,3.74,6.29,Festival,9,3.9
1543,3,1,1,620001,3037180,2022,4,2,34,4.97,91,Yes,4.34,6.28,Summer,6,3.1
2413,5,1,1,641001,12022584,2014,1,1,8,7.93,77,No,4.77,7.43,Winter,7,4.2
2276,2,3,1,600001,10546691,2020,2,1,34,5.16,70,No,5.33,6.86,Winter,3,1.1
2096,3,2,2,620001,8611544,2015,8,3,13,4.53,82,Yes,4.0,7.78,Monsoon,3,2.5
2414,1,3,2,620001,8370015,2012,10,4,22,4.83,96,No,4.05,6.62,Festival,9,3.2
2966,2,3,1,636001,5251347,2017,8,3,15,4.98,87,No,5.08,6.08,Monsoon,4,3.5
1349,5,2,1,600001,7792030,2016,2,1,35,7.11,87,No,4.46,7.3,Winter,4,3.6
2609,5,2,2,625001,5619893,2011,4,2,30,3.41,82,Yes,4.71,7.37,Summer,2,3.8
